神戸大学新聞会,【文化系】マスコミ・フリーペーパー,https://pbs.twimg.com/profile_images/378800000060469912/0f64a7e12b9ba9c053ec9ddfd6342c05_400x400.png,http://weebee1212.com/sp/dantai/content.php?id=89,http://twitter.com/kobeuniv_press,"",http://www.ku-press.org/index.php
神戸大学マラソン同好会,【運動系】陸上,https://pbs.twimg.com/profile_images/2075897415/marado_logo2_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=90,http://twitter.com/Kobe_marado,"",http://home.kobe-u.com/marado/index.html
Vespelia,【運動系】野球・ソフトボール,https://pbs.twimg.com/profile_images/847081884311961601/ucZPefYz_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=92,http://twitter.com/vespelia_kobe17,"",""
軟式野球同好会,【運動系】野球・ソフトボール,https://pbs.twimg.com/profile_images/507548100450197504/jjG4Dzol_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=93,http://twitter.com/kobe_n_baseball,"",""
je joue,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/3453409856/09d76fa76e5d2e3614252c344cc4183f_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=94,http://twitter.com/je_joue11,"",""
神戸大学AXEL,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/3686238666/e976f120624d8f0f8edcb468de5836ec_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=95,http://twitter.com/axel__2008,"",""
FC.ROKKO,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/832168861545869312/B1MSEDQS_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=97,http://twitter.com/fcrokko2017,"",""
FLORESCER,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/908124515107987457/lKLP0ZD9_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=98,http://twitter.com/FLORESCER2006,https://www.facebook.com/shindaibazyutubu,http://s.ameblo.jp/florescer2006/
ONZE,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/378800000424930085/8e68e0097ceb2c238701d33729c71c63_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=99,http://twitter.com/onze11_soccer,"",""
Siesta de Leon,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/536033296577081344/ZnynzJbu_400x400.jpeg,http://weebee1212.com/sp/dantai/content.php?id=100,http://twitter.com/Siestadeleon,"",""
TEAM=MASAI,【運動系】サッカー・フットサル,https://pbs.twimg.com/profile_images/706453219384250368/Q8gyEFfd_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=101,http://twitter.com/team_masai,"",""
Hi-Five,【運動系】バスケットボール,https://pbs.twimg.com/profile_images/846945237520015360/RTFuRIqo_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=104,http://twitter.com/tsukaibaske,"",""
Queen,【運動系】バスケットボール,https://pbs.twimg.com/profile_images/694788752942637056/Edzefac-_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=105,http://twitter.com/QUEENshinkan16,"",""
Y's,【運動系】バスケットボール,https://pbs.twimg.com/profile_images/705229182901456896/dWqQ_M64_400x400.jpg,http://weebee1212.com/sp/dantai/content.php?id=106,http://twitter.com/ys_kobe_bbc,"",""
MST,【運動系】バレーボール,https://www.biber.com/dta/themes/biber/core/assets/images/no-featured-175.jpg,http://weebee1212.com/sp/dantai/content.php?id=107,"","",""
